id;jenjang_pendidikan;minat_bakat;jalur_pendaftaran;rata_nilai;rencana_karir;prodi_rekomendasi_id
798;D4;Multimedia, Teknologi Komputer Jaringan (TKJ), Fisika;SIMANDIRI;707.0;Motion Graphics Artist;11
799;D3;Matematika, Kimia;Jalur Tes Tulis;878.0;Video Editor;7
800;D4;Kimia, Matematika, Statistika;Jalur Tes Tulis;978.0;Control Systems Engineer;3
801;D4;Statistika, Matematika, Teknik Instalasi Tenaga Listrik (TITL);Jalur Prestasi;84.0;Game Designer;9
802;D3;Fisika, Teknik Instalasi Tenaga Listrik (TITL), Desain Grafis, Pemrograman;SIMANDIRI;931.6;Embedded Systems Engineer;1
803;D4;Kimia, Desain Animasi, Fisika;Jalur Tes Tulis;699.0;System Administrator;6
804;D4;Kimia, Fisika, Matematika, Elektronika;SIMANDIRI;776.4;Telecommunications Specialist;2
805;D4;Elektronika, Pemrograman, Teknik Tenaga Listrik (TTL);SIMANDIRI;847.5;Game Developer;9
806;D3;Kimia, Pemrograman, Statistika, Desain Animasi;Jalur Test Tulis;661.0;Broadcast Engineer;7
807;D4;Desain Animasi, Kimia, Desain Grafis;SIMANDIRI;88.3;Network Security Specialist;10
808;D4;Multimedia, Statistika;Jalur Prestasi;91.4;Computer Engineer;6
809;D4;Desain Grafis;Jalur Tes Tulis;713.0;UI/UX Designer;11
810;D4;Desain Animasi, Teknik Instalasi Tenaga Listrik (TITL), Teknologi Komputer Jaringan (TKJ), Statistika;Jalur Prestasi;94.0;DevOps Engineer;10
811;D4;Elektronika;Jalur Prestasi;91.0;Mechatronics Specialist;5
812;D4;Kimia, Desain Grafis;Jalur Prestasi;83.0;RF Engineer;2
813;D4;Kimia;Jalur Tes Tulis;674.0;Full Stack Developer;4
814;D3;Matematika, Pemrograman;Jalur Test Tulis;907.9;Control Systems Engineer;3
815;D3;Multimedia, Desain Grafis, Pemrograman, Kimia;Jalur Tes Tulis;882.0;Cybersecurity Analyst;4
816;D4;Pemrograman, Matematika, Multimedia, Teknik Instalasi Tenaga Listrik (TITL);Jalur Test Tulis;751.2;Network Engineer;2
817;D4;Fisika, Teknik Instalasi Tenaga Listrik (TITL);Jalur Tes Tulis;739.0;Machine Learning Engineer;12
818;D4;Multimedia;Jalur Prestasi;90.9;Power Plant Operator;8
819;D3;Matematika, Kimia, Pemrograman, Desain Animasi;Jalur Test Tulis;959.6;Full Stack Developer;4
820;D4;Desain Animasi, Fisika, Kimia;Jalur Prestasi;88.0;Power Plant Operator;8
821;D4;Desain Grafis, Desain Animasi;Jalur Tes Tulis;699.0;Energy Analyst;8
822;D4;Fisika, Elektronika;Jalur Tes Tulis;780.0;Robotics Engineer;5
823;D4;Teknologi Komputer Jaringan (TKJ), Multimedia;Jalur Prestasi;96.7;Automation Engineer;5
824;D4;Elektronika, Teknologi Komputer Jaringan (TKJ), Teknik Instalasi Tenaga Listrik (TITL), Pemrograman;Jalur Prestasi;89.0;Automation Engineer;5
825;D4;Pemrograman, Elektronika;Jalur Prestasi;85.0;Full Stack Developer;4
826;D4;Statistika;Jalur Prestasi;86.8;Control Systems Engineer;3
827;D3;Fisika;Jalur Tes Tulis;910.0;RF Engineer;2
828;D4;Elektronika, Teknologi Komputer Jaringan (TKJ);Jalur Tes Tulis;754.0;Cybersecurity Analyst;4
829;D4;Elektronika, Fisika, Desain Animasi;Jalur Prestasi;87.0;Software Engineer;4
830;D4;Desain Animasi, Fisika, Pemrograman;Jalur Prestasi;87.7;Digital Content Creator;11
831;D3;Teknologi Komputer Jaringan (TKJ), Fisika, Statistika;Jalur Prestasi;97.0;Electrical Engineer;1
832;D4;Fisika, Elektronika, Statistika;Jalur Test Tulis;965.0;Electrical Engineer;1
833;D4;Elektronika, Statistika, Fisika, Pemrograman;Jalur Prestasi;90.2;Automation Engineer;5
834;D4;Statistika;Jalur Test Tulis;789.6;Network Engineer;2
835;D4;Multimedia, Matematika, Elektronika;Jalur Prestasi;96.1;Electrical Engineer;1
836;D4;Pemrograman, Kimia;Jalur Tes Tulis;655.0;Cloud Engineer;10
837;D3;Statistika, Desain Grafis;Jalur Tes Tulis;653.0;RF Engineer;2
838;D4;Multimedia;Jalur Test Tulis;811.2;Embedded Systems Engineer;1
839;D4;Teknik Tenaga Listrik (TTL);Jalur Prestasi;83.0;Power Plant Operator;8
840;D3;Matematika, Teknik Tenaga Listrik (TTL);Jalur Tes Tulis;674.0;Broadcast Engineer;7
841;D4;Desain Grafis, Fisika;Jalur Tes Tulis;697.0;Energy Analyst;8
842;D4;Matematika, Teknik Instalasi Tenaga Listrik (TITL);Jalur Prestasi;89.1;UI/UX Designer;11
843;D4;Fisika, Pemrograman, Teknik Instalasi Tenaga Listrik (TITL), Statistika;Jalur Prestasi;80.3;Game Developer;9
844;D4;Pemrograman;Jalur Prestasi;99.0;Industrial Electrician;3
845;D4;Pemrograman, Teknik Instalasi Tenaga Listrik (TITL), Multimedia;Jalur Tes Tulis;821.0;Renewable Energy Engineer;8
846;D4;Statistika, Elektronika;Jalur Prestasi;90.8;Network Engineer;2
847;D4;Pemrograman, Multimedia;Jalur Tes Tulis;721.0;Digital Content Creator;11
848;D4;Statistika;Jalur Prestasi;86.0;Business Intelligence Analyst;12
849;D4;Elektronika, Pemrograman, Desain Grafis, Teknik Tenaga Listrik (TTL);Jalur Tes Tulis;886.0;UI/UX Designer;11
850;D4;Matematika, Teknologi Komputer Jaringan (TKJ), Teknik Tenaga Listrik (TTL);Jalur Prestasi;84.5;Renewable Energy Engineer;8
851;D4;Fisika, Desain Animasi, Teknik Tenaga Listrik (TTL), Matematika;Jalur Prestasi;92.8;Software Engineer;4
852;D3;Elektronika;Jalur Prestasi;96.3;Telecommunications Specialist;2
853;D4;Pemrograman, Teknik Tenaga Listrik (TTL), Teknik Instalasi Tenaga Listrik (TITL), Teknologi Komputer Jaringan (TKJ);SIMANDIRI;739.0;3D Modeler;9
854;D4;Teknik Tenaga Listrik (TTL), Fisika;Jalur Prestasi;98.6;System Administrator;6
855;D4;Desain Animasi;Jalur Prestasi;81.8;Network Security Specialist;10
856;D4;Elektronika;Jalur Prestasi;82.4;Robotics Engineer;5
857;D4;Desain Animasi, Teknik Instalasi Tenaga Listrik (TITL);Jalur Test Tulis;705.2;Computer Engineer;6
858;D4;Teknik Instalasi Tenaga Listrik (TITL);Jalur Test Tulis;799.7;Machine Learning Engineer;12
859;D4;Multimedia, Fisika;Jalur Prestasi;89.0;Motion Graphics Artist;11
860;D4;Matematika, Elektronika;Jalur Test Tulis;902.3;Full Stack Developer;4
861;D4;Kimia, Matematika;SIMANDIRI;714.6;UI/UX Designer;11
862;D3;Teknologi Komputer Jaringan (TKJ), Matematika, Desain Animasi;Jalur Prestasi;88.0;Broadcast Engineer;7
863;D4;Teknologi Komputer Jaringan (TKJ), Desain Animasi;Jalur Test Tulis;689.3;Business Intelligence Analyst;12
864;D4;Pemrograman, Kimia;SIMANDIRI;777.4;Data Scientist;12
865;D4;Fisika, Kimia;Jalur Tes Tulis;967.0;Energy Analyst;8
866;D4;Matematika, Elektronika, Pemrograman, Kimia;Jalur Test Tulis;932.2;DevOps Engineer;10
867;D4;Desain Animasi, Pemrograman, Elektronika;SIMANDIRI;702.0;Game Designer;9
868;D3;Desain Animasi;Jalur Prestasi;81.0;RF Engineer;2
869;D3;Multimedia, Teknik Tenaga Listrik (TTL);Jalur Test Tulis;846.3;Broadcast Engineer;7
870;D4;Teknik Tenaga Listrik (TTL);SIMANDIRI;735.0;Full Stack Developer;4
871;D3;Fisika, Matematika;Jalur Test Tulis;680.2;Software Engineer;4
872;D4;Pemrograman, Teknik Instalasi Tenaga Listrik (TITL), Statistika, Elektronika;Jalur Test Tulis;805.4;RF Engineer;2
873;D3;Fisika, Multimedia;Jalur Prestasi;85.4;Video Editor;7
874;D3;Teknik Instalasi Tenaga Listrik (TITL), Elektronika;Jalur Tes Tulis;833.0;Software Engineer;4
875;D3;Elektronika, Fisika;Jalur Test Tulis;977.6;Multimedia Designer;7
876;D3;Multimedia, Teknologi Komputer Jaringan (TKJ), Teknik Instalasi Tenaga Listrik (TITL), Pemrograman;Jalur Test Tulis;692.4;RF Engineer;2
877;D4;Teknologi Komputer Jaringan (TKJ);Jalur Prestasi;93.0;Business Intelligence Analyst;12
878;D4;Desain Animasi, Statistika;Jalur Prestasi;85.5;3D Modeler;9
879;D4;Pemrograman, Multimedia, Statistika, Elektronika;Jalur Test Tulis;749.0;Automation Engineer;5
880;D4;Fisika, Kimia, Elektronika, Desain Grafis;Jalur Tes Tulis;677.0;RF Engineer;2
881;D4;Desain Animasi, Elektronika;Jalur Prestasi;84.0;Telecommunications Specialist;2
882;D4;Fisika, Teknik Instalasi Tenaga Listrik (TITL), Statistika, Teknik Tenaga Listrik (TTL);Jalur Tes Tulis;923.0;Industrial Electrician;3
883;D3;Elektronika;Jalur Prestasi;90.2;Automation Engineer;3
884;D4;Kimia, Fisika, Matematika;Jalur Prestasi;80.2;Full Stack Developer;4
885;D4;Kimia, Matematika, Elektronika, Desain Grafis;Jalur Test Tulis;656.0;DevOps Engineer;10
886;D3;Multimedia;Jalur Prestasi;92.7;Automation Engineer;3
887;D4;Fisika;Jalur Prestasi;99.0;DevOps Engineer;10
888;D4;Desain Grafis;Jalur Prestasi;99.9;Computer Engineer;6
889;D4;Desain Animasi, Elektronika, Pemrograman, Teknik Instalasi Tenaga Listrik (TITL);Jalur Tes Tulis;662.0;Mechatronics Specialist;5
890;D4;Teknik Instalasi Tenaga Listrik (TITL), Elektronika;SIMANDIRI;980.4;Game Developer;9
891;D4;Pemrograman, Teknik Instalasi Tenaga Listrik (TITL), Teknik Tenaga Listrik (TTL), Multimedia;Jalur Prestasi;93.0;Cloud Engineer;10
892;D4;Fisika, Statistika, Kimia, Pemrograman;Jalur Tes Tulis;995.0;Embedded Systems Engineer;1
893;D3;Fisika, Multimedia, Pemrograman, Teknik Instalasi Tenaga Listrik (TITL);Jalur Prestasi;81.6;Network Engineer;2
894;D3;Pemrograman, Matematika, Desain Animasi, Multimedia;Jalur Prestasi;82.7;Industrial Electrician;3
895;D4;Matematika, Teknik Instalasi Tenaga Listrik (TITL), Statistika, Teknik Tenaga Listrik (TTL);Jalur Test Tulis;719.9;DevOps Engineer;10
896;D4;Kimia;Jalur Prestasi;82.3;3D Modeler;9
897;D4;Statistika;Jalur Tes Tulis;844.0;3D Modeler;9
898;D4;Teknik Tenaga Listrik (TTL), Elektronika, Teknologi Komputer Jaringan (TKJ);Jalur Prestasi;82.0;Computer Engineer;6
899;D4;Statistika;Jalur Tes Tulis;715.0;Automation Engineer;5
900;D4;Multimedia, Desain Animasi;Jalur Prestasi;85.6;Motion Graphics Artist;11
901;D4;Matematika;SIMANDIRI;99.0;Energy Analyst;8
902;D4;Teknik Instalasi Tenaga Listrik (TITL);Jalur Prestasi;86.6;RF Engineer;2
903;D4;Desain Grafis, Fisika, Desain Animasi;Jalur Test Tulis;678.3;Control Systems Engineer;3
904;D4;Teknologi Komputer Jaringan (TKJ), Fisika, Teknik Instalasi Tenaga Listrik (TITL), Desain Animasi;Jalur Prestasi;94.6;Network Engineer;2
905;D3;Elektronika, Kimia, Pemrograman;Jalur Prestasi;95.3;Telecommunications Specialist;2
906;D4;Teknik Instalasi Tenaga Listrik (TITL), Desain Animasi, Pemrograman;Jalur Test Tulis;828.6;Network Engineer;2
907;D4;Pemrograman, Multimedia, Teknik Instalasi Tenaga Listrik (TITL);Jalur Tes Tulis;987.0;Renewable Energy Engineer;8
908;D4;Multimedia, Statistika, Desain Animasi, Elektronika;Jalur Tes Tulis;968.0;Electronics Technician;1
909;D4;Teknologi Komputer Jaringan (TKJ);Jalur Tes Tulis;980.0;Game Developer;9
910;D4;Pemrograman, Multimedia, Kimia, Matematika;Jalur Prestasi;81.4;Cybersecurity Analyst;4
911;D4;Pemrograman, Kimia, Matematika;Jalur Tes Tulis;867.0;Motion Graphics Artist;11
912;D4;Teknik Tenaga Listrik (TTL), Fisika, Kimia;Jalur Test Tulis;865.9;Game Developer;9
913;D4;Pemrograman, Fisika, Elektronika;Jalur Prestasi;89.3;Control Systems Engineer;3
914;D4;Kimia, Desain Animasi, Teknologi Komputer Jaringan (TKJ);Jalur Prestasi;93.0;Renewable Energy Engineer;8
915;D4;Multimedia, Elektronika, Fisika;Jalur Test Tulis;957.2;Data Scientist;12
916;D4;Elektronika, Desain Animasi, Teknologi Komputer Jaringan (TKJ), Matematika;Jalur Test Tulis;899.0;Network Security Specialist;10
917;D4;Statistika, Desain Grafis, Teknik Tenaga Listrik (TTL);Jalur Prestasi;92.9;Control Systems Engineer;3
918;D4;Teknik Tenaga Listrik (TTL), Statistika;Jalur Prestasi;83.0;UI/UX Designer;11
919;D4;Statistika, Teknologi Komputer Jaringan (TKJ), Kimia, Teknik Instalasi Tenaga Listrik (TITL);Jalur Test Tulis;721.0;System Administrator;6
920;D4;Multimedia;Jalur Tes Tulis;704.0;Renewable Energy Engineer;8
921;D4;Statistika, Matematika;Jalur Tes Tulis;849.0;Energy Analyst;8
922;D4;Matematika, Teknologi Komputer Jaringan (TKJ), Statistika, Kimia;Jalur Tes Tulis;739.0;Cloud Engineer;10
923;D3;Pemrograman, Desain Grafis, Teknik Tenaga Listrik (TTL), Elektronika;SIMANDIRI;92.4;Network Engineer;2
924;D3;Desain Grafis, Elektronika, Statistika, Multimedia;Jalur Tes Tulis;739.0;Video Editor;7
925;D4;Teknik Tenaga Listrik (TTL), Kimia, Teknik Instalasi Tenaga Listrik (TITL), Matematika;Jalur Prestasi;84.5;Control Systems Engineer;3
926;D4;Teknik Instalasi Tenaga Listrik (TITL), Multimedia;Jalur Prestasi;88.0;DevOps Engineer;10
927;D3;Multimedia, Pemrograman;Jalur Tes Tulis;856.0;Electrical Engineer;1
928;D4;Teknik Tenaga Listrik (TTL), Fisika, Matematika, Multimedia;Jalur Tes Tulis;710.0;Electronics Technician;1
929;D4;Teknologi Komputer Jaringan (TKJ), Statistika, Teknik Tenaga Listrik (TTL);SIMANDIRI;724.0;Industrial Electrician;3
930;D4;Desain Grafis;Jalur Prestasi;91.0;Power Plant Operator;8
931;D4;Kimia, Statistika, Pemrograman;Jalur Tes Tulis;798.0;Digital Content Creator;11
932;D3;Elektronika;Jalur Prestasi;94.0;Video Editor;7
933;D4;Kimia, Teknik Instalasi Tenaga Listrik (TITL), Multimedia, Teknologi Komputer Jaringan (TKJ);Jalur Tes Tulis;941.0;Machine Learning Engineer;12
934;D4;Pemrograman, Teknik Instalasi Tenaga Listrik (TITL), Fisika;Jalur Prestasi;84.6;Telecommunications Specialist;2
935;D4;Desain Grafis;Jalur Test Tulis;748.1;Computer Engineer;6
936;D3;Teknik Instalasi Tenaga Listrik (TITL), Teknologi Komputer Jaringan (TKJ), Desain Grafis;Jalur Prestasi;83.0;Multimedia Designer;7
937;D4;Fisika, Pemrograman, Teknik Instalasi Tenaga Listrik (TITL);Jalur Tes Tulis;763.0;Cloud Engineer;10
938;D4;Desain Grafis, Elektronika, Matematika;Jalur Tes Tulis;702.0;Automation Engineer;5
939;D4;Matematika, Teknologi Komputer Jaringan (TKJ);Jalur Test Tulis;726.5;Business Intelligence Analyst;12
940;D4;Teknik Instalasi Tenaga Listrik (TITL), Matematika;Jalur Prestasi;81.6;Cloud Engineer;10
941;D4;Statistika, Matematika;Jalur Prestasi;82.0;Electronics Technician;1
942;D4;Teknik Tenaga Listrik (TTL), Matematika, Pemrograman;Jalur Test Tulis;755.0;IT Support Specialist;6
943;D4;Teknik Instalasi Tenaga Listrik (TITL), Matematika;Jalur Tes Tulis;858.0;Data Scientist;12
944;D4;Multimedia, Teknik Tenaga Listrik (TTL), Pemrograman, Elektronika;Jalur Prestasi;96.0;Mechatronics Specialist;5
945;D4;Matematika, Teknologi Komputer Jaringan (TKJ), Kimia, Teknik Tenaga Listrik (TTL);Jalur Prestasi;94.2;Business Intelligence Analyst;12
946;D4;Kimia;Jalur Tes Tulis;976.0;3D Modeler;9
947;D4;Kimia, Multimedia, Desain Animasi;Jalur Prestasi;86.0;Network Engineer;2
948;D4;Teknik Instalasi Tenaga Listrik (TITL), Teknologi Komputer Jaringan (TKJ);Jalur Tes Tulis;911.0;Automation Engineer;5
949;D4;Teknik Tenaga Listrik (TTL), Teknologi Komputer Jaringan (TKJ), Desain Grafis;Jalur Tes Tulis;682.0;Data Scientist;12
950;D3;Desain Animasi;Jalur Test Tulis;730.4;Control Systems Engineer;3
951;D4;Fisika, Desain Animasi;Jalur Prestasi;97.1;IT Support Specialist;6
952;D4;Teknik Tenaga Listrik (TTL), Desain Animasi, Fisika, Matematika;Jalur Test Tulis;768.8;Control Systems Engineer;3
953;D4;Kimia, Multimedia, Teknologi Komputer Jaringan (TKJ), Desain Grafis;Jalur Test Tulis;911.0;Cloud Engineer;10
954;D4;Statistika, Kimia, Teknik Instalasi Tenaga Listrik (TITL);Jalur Test Tulis;663.0;DevOps Engineer;10
955;D3;Multimedia, Desain Grafis, Kimia;Jalur Prestasi;99.4;Industrial Electrician;3
956;D4;Desain Grafis;SIMANDIRI;92.2;Automation Engineer;3
957;D4;Statistika, Matematika, Desain Animasi;Jalur Prestasi;92.0;3D Modeler;9
958;D4;Elektronika, Multimedia;Jalur Prestasi;92.8;Automation Engineer;3
959;D4;Fisika;Jalur Prestasi;100.0;RF Engineer;2
960;D4;Desain Animasi, Teknik Instalasi Tenaga Listrik (TITL);Jalur Test Tulis;969.9;DevOps Engineer;10
961;D3;Desain Grafis, Teknik Tenaga Listrik (TTL), Pemrograman;SIMANDIRI;713.0;Software Engineer;4
962;D4;Teknik Instalasi Tenaga Listrik (TITL);Jalur Test Tulis;683.0;Network Security Specialist;10
963;D4;Pemrograman;Jalur Test Tulis;899.1;Network Security Specialist;10
964;D4;Teknologi Komputer Jaringan (TKJ), Kimia, Desain Animasi;Jalur Prestasi;98.9;Electronics Technician;1
965;D4;Teknik Instalasi Tenaga Listrik (TITL);Jalur Tes Tulis;695.0;Industrial Electrician;3
966;D4;Pemrograman, Matematika;Jalur Tes Tulis;821.0;Electronics Technician;1
967;D4;Desain Grafis, Teknologi Komputer Jaringan (TKJ), Teknik Tenaga Listrik (TTL);SIMANDIRI;91.4;System Administrator;6
968;D4;Pemrograman;Jalur Prestasi;90.3;Automation Engineer;3
969;D3;Teknik Tenaga Listrik (TTL), Matematika;SIMANDIRI;971.5;Broadcast Engineer;7
970;D4;Multimedia, Teknik Instalasi Tenaga Listrik (TITL), Fisika;Jalur Prestasi;94.0;Full Stack Developer;4
971;D4;Pemrograman, Statistika, Teknologi Komputer Jaringan (TKJ), Desain Grafis;Jalur Tes Tulis;666.0;Digital Content Creator;11
972;D4;Teknologi Komputer Jaringan (TKJ);Jalur Prestasi;89.3;IT Support Specialist;6
973;D4;Teknik Instalasi Tenaga Listrik (TITL), Pemrograman;Jalur Prestasi;94.7;Power Plant Operator;8
974;D4;Teknik Instalasi Tenaga Listrik (TITL), Pemrograman, Desain Animasi;Jalur Prestasi;83.6;Power Plant Operator;8
975;D3;Elektronika, Fisika, Teknologi Komputer Jaringan (TKJ);Jalur Tes Tulis;746.0;Broadcast Engineer;7
976;D4;Pemrograman;Jalur Prestasi;94.8;Network Engineer;2
977;D3;Multimedia, Teknik Tenaga Listrik (TTL), Teknik Instalasi Tenaga Listrik (TITL);Jalur Tes Tulis;789.0;Full Stack Developer;4
978;D4;Fisika, Kimia;Jalur Tes Tulis;979.0;System Administrator;6
979;D4;Desain Animasi, Teknik Instalasi Tenaga Listrik (TITL), Desain Grafis, Pemrograman;Jalur Tes Tulis;723.0;Game Designer;9
980;D4;Teknik Instalasi Tenaga Listrik (TITL), Multimedia;Jalur Prestasi;91.1;Power Plant Operator;8
981;D4;Teknik Tenaga Listrik (TTL), Multimedia, Desain Grafis;Jalur Prestasi;81.3;3D Modeler;9
982;D4;Pemrograman, Desain Animasi;Jalur Prestasi;90.0;Network Engineer;2
983;D4;Kimia, Pemrograman, Multimedia, Statistika;Jalur Prestasi;85.3;System Administrator;6
984;D4;Matematika, Fisika;Jalur Prestasi;92.8;UI/UX Designer;11
985;D3;Fisika, Desain Animasi, Multimedia, Teknik Instalasi Tenaga Listrik (TITL);Jalur Prestasi;82.0;Software Engineer;4
986;D4;Teknik Instalasi Tenaga Listrik (TITL), Kimia, Teknologi Komputer Jaringan (TKJ), Elektronika;Jalur Prestasi;94.8;Robotics Engineer;5
987;D3;Fisika, Multimedia, Teknologi Komputer Jaringan (TKJ);Jalur Prestasi;84.0;Multimedia Designer;7
988;D4;Matematika;Jalur Test Tulis;728.2;Electrical Engineer;1
989;D4;Teknik Instalasi Tenaga Listrik (TITL), Desain Animasi, Multimedia, Teknologi Komputer Jaringan (TKJ);Jalur Test Tulis;893.5;Renewable Energy Engineer;8
990;D3;Fisika;Jalur Prestasi;85.0;Control Systems Engineer;3
991;D3;Statistika, Desain Animasi;Jalur Prestasi;88.0;Control Systems Engineer;3
992;D4;Multimedia, Teknik Tenaga Listrik (TTL), Matematika, Elektronika;Jalur Tes Tulis;709.0;Automation Engineer;3
993;D3;Teknologi Komputer Jaringan (TKJ), Teknik Tenaga Listrik (TTL);Jalur Tes Tulis;721.0;Electrical Engineer;1
994;D3;Fisika;Jalur Test Tulis;880.4;Broadcast Engineer;7
995;D3;Desain Grafis;Jalur Tes Tulis;739.0;Embedded Systems Engineer;1
996;D3;Multimedia, Kimia, Teknologi Komputer Jaringan (TKJ), Desain Animasi;Jalur Prestasi;89.8;Broadcast Engineer;7
997;D4;Elektronika, Fisika, Pemrograman;Jalur Prestasi;98.0;IT Support Specialist;6
998;D4;Teknik Tenaga Listrik (TTL), Kimia, Teknologi Komputer Jaringan (TKJ);Jalur Tes Tulis;842.0;Machine Learning Engineer;12
999;D4;Teknik Instalasi Tenaga Listrik (TITL), Pemrograman, Multimedia, Statistika;Jalur Test Tulis;857.2;3D Modeler;9
1000;D4;Multimedia, Teknik Tenaga Listrik (TTL), Fisika;Jalur Prestasi;87.6;System Administrator;6
